"Date","Days","Open","High","Low","Settle"
859248000000,0,821.1,821.1,821.1,821.1
859334400000,1,824.5,824.5,824.5,824.5
865987200000,78,908.6,908.6,908.6,908.6
866073600000,79,924.3,924.3,924.3,924.3
866160000000,80,932.65,932.65,932.65,932.65
866419200000,83,933.35,933.35,933.35,933.35
866505600000,84,931.95,931.95,931.95,931.95
866592000000,85,928.45,928.45,928.45,928.45
866678400000,86,936.8,936.8,936.8,936.8
866764800000,87,934.95,934.95,934.95,934.95
867024000000,90,911.15,911.15,911.15,911.15
867110400000,91,934.85,934.85,934.85,934.85
870998400000,136,979.4,979.4,979.4,979.4
871257600000,139,985.55,985.55,985.55,985.55
871344000000,140,970.65,970.65,970.65,970.65
871430400000,141,968.8,968.8,968.8,968.8
871516800000,142,969.7,969.7,969.7,969.7
871603200000,143,937.7,937.7,937.7,937.7
871862400000,146,957.9,957.9,957.9,957.9
871948800000,147,971.25,971.25,971.25,971.25
872035200000,148,986.25,986.25,986.25,986.25
872121600000,149,968.35,968.35,968.35,968.35
872208000000,150,968.05,968.05,968.05,968.05
872467200000,153,965.35,965.35,965.35,965.35
872553600000,154,949,949,949,949
872640000000,155,955,955,955,955
872726400000,156,940.55,940.55,940.55,940.55
872812800000,157,943.95,943.95,943.95,943.95
873158400000,161,975.15,975.15,975.15,975.15
873244800000,162,969.25,969.25,969.25,969.25
873331200000,163,974.9,974.9,974.9,974.9
873417600000,164,973.7,973.7,973.7,973.7
873676800000,167,975.3,975.3,975.3,975.3
873763200000,168,975.95,975.95,975.95,975.95
873849600000,169,957.2,957.2,957.2,957.2
873936000000,170,950.4,950.4,950.4,950.4
874022400000,171,965.5,965.5,965.5,965.5
874281600000,174,963.75,963.75,963.75,963.75
874368000000,175,988.1,988.1,988.1,988.1
874454400000,176,988,988,988,988
874540800000,177,989.95,989.95,989.95,989.95
874627200000,178,1004.6,1004.6,1004.6,1004.6
874886400000,181,1009.9,1009.9,1009.9,1009.9
874972800000,182,1005.9,1005.9,1005.9,1005.9
875059200000,183,998.35,998.35,998.35,998.35
875145600000,184,990.4,990.4,990.4,990.4
875232000000,185,997.1,997.1,997.1,997.1
875491200000,188,1005.45,1005.45,1005.45,1005.45
875577600000,189,998.2,998.2,998.2,998.2
875664000000,190,1007.1,1007.1,1007.1,1007.1
875750400000,191,1012.85,1012.85,1012.85,1012.85
875836800000,192,1023,1023,1019.2,1019.2
876096000000,195,1025.25,1025.25,1025.25,1025.25
876182400000,196,1033.2,1033.2,1033.2,1033.2
876268800000,197,1026.3,1026.3,1026.3,1026.3
876355200000,198,1022.15,1022.15,1022.15,1022.15
876441600000,199,1020.85,1020.85,1020.85,1020.85
876700800000,202,1020.55,1020.55,1020.55,1020.55
876787200000,203,1021.55,1021.55,1021.55,1021.55
876873600000,204,1017.4,1017.4,1017.4,1017.4
876960000000,205,1003,1003,1003,1003
877046400000,206,991.85,991.85,991.85,991.85
877305600000,209,1005.6,1005.6,1005.6,1005.6
877392000000,210,1024.25,1024.25,1024.25,1024.25
877478400000,211,1018.8,1018.8,1018.8,1018.8
877564800000,212,998.5,998.5,998.5,998.5
877651200000,213,985.85,985.85,985.85,985.85
877910400000,216,953,953,915.85,915.85
877996800000,217,965.85,965.85,965.85,965.85
878083200000,218,964.25,964.25,964.25,964.25
878169600000,219,941.75,941.75,941.75,941.75
878256000000,220,962.7,962.7,962.7,962.7
878515200000,223,986.3,986.3,986.3,986.3
878601600000,224,982.8,982.8,982.8,982.8
878688000000,225,988,988,988,988
878774400000,226,983.2,983.2,983.2,983.2
878860800000,227,971.7,971.7,971.7,971.7
879120000000,230,966.7,966.7,966.7,966.7
879206400000,231,966.7,966.7,966.7,966.7
879292800000,232,947,947,947,947
879379200000,233,958.2,958.2,958.2,958.2
879465600000,234,973,973,973,973
879724800000,237,991,991,991,991
879811200000,238,983.8,983.8,983.8,983.8
879897600000,239,989,989,989,989
879984000000,240,998,1004.7,998,1004.7
880070400000,241,1011.3,1011.3,1011.3,1011.3
880329600000,244,990.8,990.8,990.8,990.8
880416000000,245,993.5,993.5,993.5,993.5
880502400000,246,996.8,996.8,996.8,996.8
880675200000,248,996.8,996.8,996.8,996.8
880934400000,251,1022.5,1022.5,1022.5,1022.5
881020800000,252,1018,1018,1018,1018
881107200000,253,1021,1021,1021,1021
881193600000,254,1020.6,1020.6,1020.6,1020.6
881280000000,255,1030.7,1030.7,1030.7,1030.7
881539200000,258,1029.1,1029.1,1029.1,1029.1
881625600000,259,1023.4,1023.4,1023.4,1023.4
881712000000,260,1014.1,1014.1,1014.1,1014.1
881798400000,261,997.3,997.3,997.3,997.3
881884800000,262,997.4,997.4,997.4,997.4
882144000000,265,1005.1,1005.1,1005.1,1005.1
882230400000,266,1011.6,1011.6,1011.6,1011.6
882316800000,267,1006.6,1006.6,1006.6,1006.6
882403200000,268,995.9,995.9,995.9,995.9
882489600000,269,998.9,998.9,998.9,998.9
882748800000,272,1004.6,1004.6,1004.6,1004.6
882835200000,273,986,986,986,986
882921600000,274,983.1,983.1,983.1,983.1
883094400000,276,987.1,987.1,987.1,987.1
883353600000,279,1007.6,1007.6,1007.6,1007.6
883440000000,280,1021.6,1021.6,1021.6,1021.6
883526400000,281,1021.6,1021.6,1021.6,1021.6
883699200000,283,1026.6,1026.6,1026.6,1026.6
883958400000,286,1028.6,1028.6,1028.6,1028.6
884044800000,287,1011,1011,1011,1011
884131200000,288,1014.6,1014.6,1014.6,1014.6
884217600000,289,1000.4,1000.4,1000.4,1000.4
884304000000,290,964.7,964.7,964.7,964.7
884563200000,293,982.7,982.7,982.7,982.7
884649600000,294,997.3,997.3,997.3,997.3
884736000000,295,1001.8,1001.8,1001.8,1001.8
884822400000,296,993.3,993.3,993.3,993.3
884908800000,297,1007.3,1007.3,1007.3,1007.3
885254400000,301,1024.8,1024.8,1024.8,1024.8
885340800000,302,1015.1,1015.1,1015.1,1015.1
885427200000,303,1005.6,1005.6,1005.6,1005.6
885513600000,304,1004.1,1004.1,1004.1,1004.1
885772800000,307,1003.1,1003.1,1003.1,1003.1
885859200000,308,1013.3,1013.3,1013.3,1013.3
885945600000,309,1022.3,1022.3,1022.3,1022.3
886032000000,310,1027.3,1027.3,1027.3,1027.3
886118400000,311,1028,1028,1028,1028
886377600000,314,1045.5,1045.5,1045.5,1045.5
886464000000,315,1052.4,1052.4,1052.4,1052.4
886550400000,316,1051.1,1051.1,1051.1,1051.1
886636800000,317,1051.1,1051.1,1051.1,1051.1
886723200000,318,1060.3,1060.3,1060.3,1060.3
886982400000,321,1057.3,1057.3,1057.3,1057.3
887068800000,322,1066.6,1066.6,1066.6,1066.6
887155200000,323,1065.8,1065.8,1065.8,1065.8
887241600000,324,1069.6,1069.6,1069.6,1069.6
887328000000,325,1064.4,1064.4,1064.4,1064.4
887673600000,329,1069.4,1069.4,1069.4,1069.4
887760000000,330,1077.5,1077.5,1077.5,1077.5
887846400000,331,1074.1,1074.1,1074.1,1074.1
887932800000,332,1080.9,1080.9,1080.9,1080.9
888192000000,335,1084.8,1084.8,1084.8,1084.8
888278400000,336,1077.5,1077.5,1077.5,1077.5
888364800000,337,1090.6,1090.6,1090.6,1090.6
888451200000,338,1097.6,1097.6,1097.6,1097.6
888537600000,339,1095.4,1095.4,1095.4,1095.4
888796800000,342,1095,1095,1095,1095
888883200000,343,1100.8,1100.8,1100.8,1100.8
888969600000,344,1093,1093,1093,1093
889056000000,345,1083.1,1083.1,1083.1,1083.1
889142400000,346,1103,1103,1103,1103
889401600000,349,1099.7,1099.7,1099.7,1099.7
889488000000,350,1111.6,1111.6,1111.6,1111.6
889574400000,351,1115.3,1115.3,1115.3,1115.3
889660800000,352,1119.2,1119.2,1119.2,1119.2
889747200000,353,1119.2,1119.2,1116.1,1116.1
890006400000,356,1127.1,1127.1,1127.1,1127.1
890092800000,357,1128.9,1128.9,1128.9,1128.9
890179200000,358,1132.4,1132.4,1132.4,1132.4
890265600000,359,1136.7,1136.7,1136.7,1136.7
890352000000,360,1158.9,1158.9,1158.9,1158.9
890611200000,363,1156,1156,1156,1156
890697600000,364,1165.1,1165.1,1165.1,1165.1
890784000000,365,1162.2,1162.2,1162.2,1162.2
890870400000,366,1159.8,1159.8,1159.8,1159.8
890956800000,367,1157,1157,1157,1157
891216000000,370,1154.8,1154.8,1154.8,1154.8
891302400000,371,1159.8,1159.8,1159.8,1159.8
891388800000,372,1168.6,1168.6,1168.6,1168.6
891475200000,373,1181.7,1181.7,1181.7,1181.7
891561600000,374,1184.6,1184.6,1184.6,1184.6
891820800000,377,1176.9,1176.9,1176.9,1176.9
891907200000,378,1168.5,1168.5,1168.5,1168.5
891993600000,379,1159.7,1159.7,1159.7,1159.7
892080000000,380,1167.8,1167.8,1167.8,1167.8
892425600000,384,1166,1166,1166,1166
892512000000,385,1174.2,1174.2,1174.2,1174.2
892598400000,386,1177.5,1177.5,1177.5,1177.5
892684800000,387,1164.5,1164.5,1164.5,1164.5
892771200000,388,1179.7,1179.7,1179.7,1179.7
893030400000,391,1178.7,1178.7,1178.7,1178.7
893116800000,392,1185.5,1185.5,1185.5,1185.5
893203200000,393,1187.1,1187.1,1187.1,1187.1
893289600000,394,1176.7,1176.7,1176.7,1176.7
893376000000,395,1162.5,1162.5,1162.5,1162.5
893635200000,398,1142.5,1142.5,1142.5,1142.5
893721600000,399,1140.7,1140.7,1140.7,1140.7
893808000000,400,1146.8,1146.8,1146.8,1146.8
893894400000,401,1169.7,1169.7,1169.7,1169.7
893980800000,402,1180.1,1180.1,1180.1,1180.1
894240000000,405,1178.3,1178.3,1178.3,1178.3
894326400000,406,1170.3,1170.3,1170.3,1170.3
894412800000,407,1156.2,1156.2,1156.2,1156.2
894499200000,408,1147.2,1147.2,1147.2,1147.2
894585600000,409,1164.5,1164.5,1164.5,1164.5
894844800000,412,1161.6,1161.6,1161.6,1161.6
894931200000,413,1171.5,1171.5,1171.5,1171.5
895017600000,414,1173.6,1173.6,1173.6,1173.6
895104000000,415,1169.1,1169.1,1169.1,1169.1
895190400000,416,1162.1,1162.1,1162.1,1162.1
895449600000,419,1158.1,1158.1,1158.1,1158.1
895536000000,420,1165.5,1165.5,1165.5,1165.5
895622400000,421,1174,1174,1174,1174
895708800000,422,1168,1168,1168,1168
895795200000,423,1163.5,1163.5,1163.5,1163.5
896140800000,427,1143.5,1143.5,1143.5,1143.5
896227200000,428,1145.3,1145.3,1145.3,1145.3
896313600000,429,1149.3,1149.3,1149.3,1149.3
896400000000,430,1139.5,1139.5,1139.5,1139.5
896659200000,433,1143.5,1143.5,1143.5,1143.5
896745600000,434,1143.7,1143.7,1143.7,1143.7
896832000000,435,1125.7,1125.7,1125.7,1125.7
896918400000,436,1127,1145.1,1127,1145.1
897004800000,437,1165.9,1165.9,1165.9,1165.9
897264000000,440,1172,1172,1166,1166
897350400000,441,1169,1169,1169,1169
897436800000,442,1173.1,1173.1,1161.7,1161.7
897523200000,443,1139.5,1139.5,1139.5,1139.5
897609600000,444,1134.5,1147,1134.5,1147
897868800000,447,1132.5,1132.5,1119.7,1119.7
897955200000,448,1134.6,1134.6,1134.6,1134.6
898041600000,449,1157.5,1158.4,1157.5,1158.4
898128000000,450,1154.4,1154.4,1154.4,1154.4
898214400000,451,1160.2,1160.2,1160.2,1160.2
898473600000,454,1164.7,1164.7,1164.7,1164.7
898560000000,455,1178.6,1178.6,1178.6,1178.6
898646400000,456,1195.1,1195.1,1195.1,1195.1
898732800000,457,1192.8,1192.8,1192.8,1192.8
898819200000,458,1196.8,1196.8,1196.8,1196.8
899078400000,461,1201,1201,1201,1201
899164800000,462,1193.6,1193.6,1193.6,1193.6
899251200000,463,1207.3,1207.3,1207.3,1207.3
899337600000,464,1208.3,1208.3,1208.3,1208.3
899683200000,468,1219.9,1219.9,1219.9,1219.9
899769600000,469,1217.6,1217.6,1217.6,1217.6
899856000000,470,1226.3,1226.3,1226.3,1226.3
899942400000,471,1219.4,1219.4,1219.4,1219.4
900028800000,472,1224.1,1224.1,1224.1,1224.1
900288000000,475,1224.7,1224.7,1224.7,1224.7
900374400000,476,1237.7,1237.7,1237.7,1237.7
900460800000,477,1235.6,1235.6,1235.6,1235.6
900547200000,478,1243.4,1243.4,1243.4,1243.4
900633600000,479,1246.1,1246.1,1246.1,1246.1
900892800000,482,1245.6,1245.6,1245.6,1245.6
900979200000,483,1224.1,1224.1,1224.1,1224.1
901065600000,484,1223.2,1223.2,1223.2,1223.2
901152000000,485,1197.7,1197.7,1197.7,1197.7
901238400000,486,1196.7,1196.7,1196.7,1196.7
901497600000,489,1203.2,1203.2,1203.2,1203.2
901584000000,490,1185.2,1185.2,1185.2,1185.2
901670400000,491,1178.4,1178.4,1178.4,1178.4
901756800000,492,1195.5,1195.5,1195.5,1195.5
901843200000,493,1173,1173,1173,1173
902102400000,496,1166.5,1166.5,1166.5,1166.5
902188800000,497,1119.5,1119.5,1119.5,1119.5
902275200000,498,1133.8,1133.8,1133.8,1133.8
902361600000,499,1138.5,1138.5,1138.5,1138.5
902448000000,500,1140.8,1140.8,1140.8,1140.8
902707200000,503,1135.6,1135.6,1135.6,1135.6
902793600000,504,1116.9,1116.9,1116.9,1116.9
902880000000,505,1135.7,1135.7,1135.7,1135.7
902966400000,506,1122,1122,1122,1122
903052800000,507,1107.7,1107.7,1107.7,1107.7
903312000000,510,1129.7,1129.7,1129.7,1129.7
903398400000,511,1152.6,1152.6,1152.6,1152.6
903484800000,512,1150.3,1150.3,1150.3,1150.3
