"Date","Days","Open","High","Low","Settle"
961372800000,840,10795,10833,10715,10833
961459200000,841,10800,10800,10705,10728
961545600000,842,10697,10778,10697,10778
961632000000,843,10695,10710,10600,10678
961718400000,844,10700,10707,10685,10707
961977600000,847,10800,10858,10800,10858
962064000000,848,10791,10791,10791,10791
962150400000,849,10827,10855,10788,10788
962236800000,850,10655,10695,10630,10668
962323200000,851,10625,10697,10600,10697
962582400000,854,10700,10847,10685,10847
962755200000,856,10805,10805,10715,10743
962841600000,857,10750,10755,10665,10740
962928000000,858,10755,10887,10755,10887
963187200000,861,10875,10940,10875,10897
963273600000,862,10875,11025,10875,10962
963360000000,863,11017,11065,11000,11025
963446400000,864,10998,11035,10998,11035
963532800000,865,11015,11043,11015,11043
963792000000,868,11025,11045,10995,11030
963878400000,869,11000,11000,10960,10998
963964800000,870,11000,11000,10940,10959
964051200000,871,11010,11130,11010,11130
964137600000,872,11080,11080,10939,10939
964396800000,875,10960,10960,10900,10927
964483200000,876,10935,10940,10900,10912
964569600000,877,10895,10895,10775,10780
964656000000,878,10750,10850,10750,10836
964742400000,879,10847,10847,10705,10730
965001600000,882,10765,10800,10717,10717
965088000000,883,10745,10822,10745,10819
965174400000,884,10800,10920,10795,10909
965260800000,885,10830,10935,10815,10899
965347200000,886,10944,10944,10944,10944
965606400000,889,10940,11095,10940,11069
965692800000,890,11050,11185,11050,11175
965779200000,891,11200,11200,11095,11102
965865600000,892,11110,11118,11100,11118
965952000000,893,11110,11257,11110,11233
966211200000,896,11240,11380,11210,11369
966297600000,897,11345,11348,11250,11269
966384000000,898,11285,11285,11185,11242
966470400000,899,11190,11280,11190,11260
966556800000,900,11270,11270,11210,11244
966816000000,903,11275,11313,11230,11286
966902400000,904,11295,11375,11295,11349
966988800000,905,11300,11360,11255,11334
967075200000,906,11350,11388,11330,11385
967161600000,907,11380,11395,11345,11395
967420800000,910,11400,11500,11380,11432
967507200000,911,11405,11423,11375,11423
967593600000,912,11405,11405,11268,11268
967680000000,913,11290,11477,11290,11409
967766400000,914,11450,11510,11405,11413
968112000000,918,11390,11460,11346,11453
968198400000,919,11425,11555,11415,11487
968284800000,920,11490,11495,11340,11433
968371200000,921,11390,11419,11335,11378
968630400000,924,11360,11440,11290,11368
968716800000,925,11368,11460,11265,11452
968803200000,926,11410,11420,11300,11343
968889600000,927,11370,11385,11210,11240
968976000000,928,11365,11365,11195,11195
969235200000,931,11130,11130,11111,11111
969321600000,932,11110,11110,11055,11074
969408000000,933,11000,11000,10942,10951
969494400000,934,11015,11040,11015,11040
969580800000,935,10925,11155,10925,11155
969840000000,938,11150,11150,11081,11081
969926400000,939,11012,11012,10878,10878
970012800000,940,10910,10920,10875,10912
970099200000,941,10995,11109,10995,11092
970185600000,942,10994,11015,10918,10918
970444800000,945,10980,10980,10920,10970
970531200000,946,10985,11100,10957,10957
970617600000,947,11059,11069,11028,11040
970704000000,948,10993,10993,10993,10993
970790400000,949,10985,11015,10780,10866
971049600000,952,10845,10885,10820,10823
971136000000,953,10843,10843,10720,10720
971222400000,954,10675,10675,10635,10657
971308800000,955,10385,10390,10245,10245
971395200000,956,10270,10394,10270,10394
971654400000,959,10430,10479,10430,10479
971740800000,960,10400,10400,10275,10275
971827200000,961,10140,10270,9890,10173
971913600000,962,10270,10371,10250,10371
972000000000,963,10370,10454,10320,10454
972259200000,966,10410,10519,10410,10519
972345600000,967,10585,10620,10550,10567
972432000000,968,10495,10610,10495,10505
972518400000,969,10545,10650,10510,10582
972604800000,970,10600,10842,10600,10842
972864000000,973,10790,11070,10790,11037
972950400000,974,11060,11163,11055,11163
973036800000,975,11105,11180,11080,11104
973123200000,976,11125,11145,11066,11066
973209600000,977,11075,11075,10980,11029
973468800000,980,11037,11210,11037,11209
973555200000,981,11170,11195,11140,11180
973641600000,982,11225,11225,11080,11080
973728000000,983,11085,11090,10815,11004
973814400000,984,10925,10925,10782,10782
974073600000,987,10685,10790,10565,10707
974160000000,988,10790,10915,10790,10906
974246400000,989,10885,10970,10865,10895
974332800000,990,10879,10935,10815,10815
974419200000,991,10850,10925,10765,10795
974678400000,994,10750,10750,10641,10641
974764800000,995,10665,10755,10585,10707
974851200000,996,10610,10622,10558,10558
975024000000,998,10640,10685,10630,10667
975283200000,1001,10750,10790,10730,10749
975369600000,1002,10700,10785,10660,10679
975456000000,1003,10680,10805,10680,10744
975542400000,1004,10670,10740,10445,10575
975628800000,1005,10625,10660,10515,10538
975888000000,1008,10500,10760,10470,10749
975974400000,1009,10830,11073,10815,11032
976060800000,1010,11010,11020,10780,10818
976147200000,1011,10785,10840,10710,10723
976233600000,1012,10790,10960,10600,10630
976492800000,1015,10835,10945,10800,10875
976579200000,1016,10856,11000,10840,10950
976665600000,1017,10935,11065,10910,10915
976752000000,1018,10815,10875,10750,10780
976838400000,1019,10835,10835,10647,10647
977097600000,1022,10755,10932,10755,10932
977184000000,1023,10833,10833,10833,10833
977270400000,1024,10700,10700,10570,10570
977356800000,1025,10570,10765,10570,10745
977443200000,1026,10765,10940,10765,10940
977788800000,1030,10983,10983,10983,10983
977875200000,1031,11050,11099,11050,11099
977961600000,1032,11055,11114,11055,11114
978048000000,1033,11002,11002,11002,11002
978393600000,1037,10887,10887,10887,10887
978480000000,1038,10875,11195,10815,11167
978566400000,1039,11120,11185,11110,11145
978652800000,1040,11125,11125,10828,10828
978912000000,1043,10865,10870,10740,10833
978998400000,1044,10765,10790,10740,10760
979084800000,1045,10697,10843,10697,10843
979171200000,1046,10815,10815,10763,10763
979257600000,1047,10715,10715,10680,10708
979603200000,1051,10810,10838,10810,10838
979689600000,1052,10900,10920,10776,10776
979776000000,1053,10775,10905,10775,10858
979862400000,1054,10910,10920,10733,10733
980121600000,1057,10715,10786,10715,10786
980208000000,1058,10765,10815,10720,10807
980294400000,1059,10820,10820,10813,10813
980380800000,1060,10850,10950,10850,10895
980467200000,1061,10835,10888,10823,10823
980726400000,1064,10850,10865,10835,10865
980812800000,1065,10870,11030,10870,11030
980899200000,1066,11010,11060,11000,11010
980985600000,1067,10995,11156,10990,11156
981072000000,1068,11135,11168,10995,11006
981331200000,1071,11020,11133,11020,11133
981417600000,1072,11120,11155,11086,11086
981504000000,1073,11065,11127,11050,11111
981590400000,1074,11110,11110,11000,11009
981676800000,1075,11015,11020,10900,10947
981936000000,1078,10955,11086,10945,11082
982022400000,1079,11085,11140,11045,11053
982108800000,1080,11028,11028,10924,10940
982195200000,1081,10950,11052,10946,11052
982281600000,1082,10980,10980,10870,10932
982627200000,1086,10945,11025,10865,10888
982713600000,1087,10850,10850,10645,10645
